"APN","PROJECT NUMBER","NAME","ADDRESS","SITE_#","COMMUNITY","COUNCIL DISTRICT","DEVELOPMENT STAGE","CONSTRUCTION TYPE","HOUSING TYPE","HCIDLA FUNDED","LEVERAGE","TAX EXEMPT CONDUIT BOND","TDC","PHOTO","JOBS","DEVELOPER","MANAGEMENT COMPANY","CONTACT PHONE"
"5128015021","09-117212","THE CROSSING ON 29TH ST.","814 E 29TH ST  Los Angeles, CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,262,880.00","17,610,140.00","0.00","20,873,020.00","http://hcidapp.lacity.org/mpphotos/09-117212/Photo/Website/crossingat29thgo12612_031-.png","121","UHC LA 29, L.P.","HYDER PROPERTY MANAGEMENT PROFESSIONALS","(760) 591-9737"
"5114014006","14-121652","FLORENCE MILLS (SITE 3)","3501 S CENTRAL AVE CA 90011","3","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5055026019","07-117237","QUEEN APARTMENTS","2620 S ORCHARD AVE CA 90007","1","UNIVERSITY PARK","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","10,271,751.00","7,300,000.00","17,571,751.00","http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website/Queens%20Apt%20(site1)%202620%20Orchid.png",,"N/A","THE JOHN STEWART COMPANY","(213) 833-1860"
"5114026039","70032","RITTENHOUSE SQUARE","3310 S CENTRAL AVE CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","5,683,872.00","22,735,937.00","0.00","28,419,809.00","http://hcidapp.lacity.org/mpphotos/070032/Photo/Website/CD%209%20-%20Rittenhouse%20Square.jpg","245","THOMAS SAFRAN & ASSOCIATES,","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"5131020009","05-117217","LEXINGTON APARTMENTS A/B (SITE 11)","1145 E 24TH ST CA 90011","11","CENTRAL","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5108021026","20288","MOUNT ZION TOWERS","4827 S CENTRAL AVE 1-118 CA 90011","1","VERNON CENTRAL","9","READY FOR OCCUPANCY","REHAB","SENIORS","1,833,759.00","2,925,649.00","3,701,300.00","8,460,708.00","http://hcidapp.lacity.org/mpphotos/020288/Photo/Website/CD%209%20-%20Mount%20Zion.JPG","16","CONCERNED CITIZENS OF SOUTH CENTRAL LA,","CONCERNED CITIZENS OF SCLA","(323) 846-2500"
"5115019033","11-117837","DUNBAR VILLAGE","4225 S CENTRAL AVE CA 90011","1","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","12,019,660.00","17,563,532.00","0.00","29,583,192.00","http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website/Dunbar%20Village.JPG","215","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"5109004053","14-121135","PALOMA TERRACE","5000 S MAIN ST CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","0.00","25,023,772.00","0.00","25,023,772.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","184","Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(562) 257-5100"
"5128024037","13-120909","ROBERTA STEPHENS VILLAS I & II (RECAP)","1035 E 27TH  Los Angeles, CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","3,360,040.00","1,995,093.00","5,355,133.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","32","CP Preservation Housing, LLC","CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES","(323) 846-2500"
"5001024019","60012","MIMMIM TOWN HOMES","5417 S FIGUEROA ST 1-21 CA 90037","1","WEST VERNON","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","945,683.00","6,101,295.00","0.00","7,046,978.00","http://hcidapp.lacity.org/mpphotos/060012/Photo/Website/CD%209%20-%20Mimmim%20Townhomes.jpg","48","CENTRAL VALLEY COALITION FOR AFFORDABLE HOUSING","BARKER MANAGEMENT INC.","(323) 465-6611"
"5019023028","09-117207","STOVALL VILLAS","4057 S FIGUEROA ST CA 90037","1","WEST VERNON","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4,230,942.00","4,868,100.00","0.00","9,099,042.00","http://hcidapp.lacity.org/mpphotos/09-117207/Photo/Website/Stovall%20villas.jpg","85","Laurel Place West Hollywood, Inc.","HDSI MANAGEMENT INC.","(323) 231-1104"
"6041015033","06-117222","WINDWARD APTS (A/B) (SITE 17)","219 E 87TH PL CA 90003","17","GREEN MEADOWS","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5119002017","05-117217","LEXINGTON APARTMENTS A/B (SITE 12)","1386 E 20TH ST CA 90011","12","CENTRAL","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5114014004","14-121652","FLORENCE MILLS (SITE 4)","3509 S CENTRAL AVE CA 90011","4","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5128015021","09-117212","THE CROSSING ON 29TH ST.","814 E 29TH ST  Los Angeles, CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/09-117212/Photo/Website/crossingat29thgo12612_031-.png","121","UHC LA 29, L.P.","SOLARI ENTERPRISES, INC","(714) 282-2520"
"5072034028","14-121637","ARLINGTON SQUARE","3101 W VENICE BLVD CA 90019","1","VICTORIA PARK","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","3,877,600.00","14,415,331.00","0.00","18,292,931.00","http://hcidapp.lacity.org/mpphotos/14-121637/Photo/Website/150_2872.png","143","A COMMUNITY OF FRIENDS","BARKER MANAGEMENT INC.","(714) 533-3450"
"5503024004","14-121119","LDK SENIOR APARTMENTS (SITE 2)","540 S KINGSLEY DR CA 90020","2","KOREATOWN","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","7,687,337.00","17,414,515.00","212,000.00","25,313,852.00","http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website%20Site2/LDK%20540%20Kingley.png","199","LTSC COMMUNITY DEVELOPMENT CORP,","LEVINE MANAGEMENT GROUP, INC.","(310) 358-3489"
"5073007020","70035","ST. ANDREWS","1511 S ST ANDREWS PL 1-43 CA 90019","1","HARVARD HEIGHTS","10","READY FOR OCCUPANCY","REHAB","FAMILY","1,075,000.00","7,554,360.00","0.00","8,629,360.00","http://hcidapp.lacity.org/mpphotos/070035/Photo/Website/CD%2010%20-%20St.%20Andrews%20-%20070035.png","39","JAMBOREE HOUSING CORPORATION,","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"5080024024","40006","HARVARD HEIGHTS","950-960 1/2 S HARVARD BLVD CA 90006","1","KOREATOWN","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","3,405,164.00","8,458,700.00","0.00","11,863,864.00","http://hcidapp.lacity.org/mpphotos/040006/Photo/Website/CD%2010%20-%20Harvard%20Heights.png","75","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 388-2722 x1149"
"5050011006","06-117222","WINDWARD APTS (A/B) (SITE 5)","2815 S WEST BLVD CA 90016","5","CRENSHAW DISTRICT","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5053006050","11-118593","JEFFERSON PARK TERRACE","3023 S WESTERN AVE CA 90018","1","EXPOSITION PARK","10","READY FOR OCCUPANCY","DEMO/NEW CONSTRUCTION","FAMILY","0.00","17,162,642.00","0.00","17,162,642.00","http://hcidapp.lacity.org/mpphotos/11-118593/Photo/Website/jeffersonparkterrace42314_004.png","154","MERCY HOUSING CALIFORNIA 56","MERCY HOUSING MANAGEMENT GROUP (MHM)","(303) 830-3300"
"5073024026","30159","INGRAM PRESERVATION (SITE 5)","1809 S VAN NESS AVE 1-16 CA 90019","5","HARVARD HEIGHTS","10","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site5/IngramPres_VanNess.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5502020005","80050","ALEXANDRIA HOUSE APTS.","510 S ALEXANDRIA AVE 1-20 CA 90020","1","KOREATOWN","10","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","800,000.00","5,928,306.00","0.00","6,728,306.00","http://hcidapp.lacity.org/mpphotos/080050/Photo/Website/Alexandria%20House.jpg","36","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INC.","(714) 533-3450"
"5052001038","11-117798","JEFFERSON BLVD & FIFTH AVE. APARTMENTS","2425 W JEFFERSON BLVD CA 90018","1","JEFFERSON PARK","10","READY FOR OCCUPANCY","N/A","FAMILY","3,250,000.00","13,946,974.00","0.00","17,196,974.00","http://hcidapp.lacity.org/mpphotos/11-117798/Photo/Website/Jefferson%20blvd%20fifth%20ave.png","121","New Urban Partners, LLC","THOMAS SAFRAN & ASSOCIATES, INC","(310) 820-4888"
"5078006025","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 6)","3030 W SAN MARINO ST CA 90006","6","KOREATOWN","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,334,438.00","8,579,256.00","15,913,694.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5060029026","30159","INGRAM PRESERVATION (SITE 4)","2120 S 2ND AVE CA 90018","4","WEST ADAMS","10","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site4/2nd%20Ave%202.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5093016018","60058","THE HOBART / AKA HOBART HEIGHTS APT. HOMES","924 S HOBART BLVD 1-49 CA 90006","1","KOREATOWN","10","READY FOR OCCUPANCY","N/A","N/A","3,745,640.00","14,678,863.00","0.00","18,424,503.00","http://hcidapp.lacity.org/mpphotos/060058/Photo/Website/CD%2010%20-%20Hobart%20Heights.png","110","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 739-2851"
"5502009900","18-124721","VERMONT CORRIDOR APARTMENTS (FKA 433 VERMONT APTS)","433 S VERMONT AVE CA 90020","1","WILSHIRE CENTER","10","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","8,700,000.00","42,652,600.00","0.00","51,352,600.00","http://hcidapp.lacity.org/mpphotos/18-124721/Photo/Website/433%20Vermont.JPG","459","Meta Housing Corporation","THE JOHN STEWART COMPANY","(213) 833-1860"
"5072036002","60064","SECOND AVENUE APARTMENTS","1309 S 2ND AVE CA 90019","1","VICTORIA PARK","10","READY FOR OCCUPANCY","REHAB","SENIORS","350,829.00","3,049,057.00","0.00","3,399,886.00","http://hcidapp.lacity.org/mpphotos/060064/Photo/Website/Second%20Avenue%20-%20060064.jpg","14","SECOND AVENUE PRESERVATION, L.P.","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"5067008008","06-117222","WINDWARD APTS (A/B) (SITE 4)","4817 W SATURN ST CA 90019","4","ST ELMO VILLAGE","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5081028024","20275","PICO GRAMERCY APTS.","3215 W PICO BLVD CA 90019","1","KOREATOWN","10","READY FOR OCCUPANCY","N/A","N/A","3,730,206.00","11,133,044.00","2,700,000.00","17,563,250.00","http://hcidapp.lacity.org/mpphotos/020275/Photo/Website/CD%2010%20-%20Pico%20Gramercy.png","105","META HOUSING CORPORATION,","HDSI MANAGEMENT INC.","(323) 231-1107"
"5050001027","15-122550","CRENSHAW VILLAS","2631 1/2 S CRENSHAW BLVD CA 90016","1","CRENSHAW DISTRICT","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","5,017,000.00","21,631,015.00","0.00","26,648,015.00","http://hcidapp.lacity.org/mpphotos/15-122550/Photo/Website/Crenshaw%20Villas.JPG","204","American Communities, LLC","THE JOHN STEWART COMPANY","(213) 833-1860"
"5050012014","05-117193","LEEWARD APTS. (SITE 8)","2828 S WEST BLVD CA 90016","8","CRENSHAW DISTRICT","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5080015076","11-118598","THE SERRANO","975 S SERRANO AVE 1-6 CA 90006","1","KOREATOWN","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,500,000.00","14,368,683.00","0.00","17,868,683.00","http://hcidapp.lacity.org/mpphotos/11-118598/Photo/Website/serrano975sserrano_101713003-Resampled.png","137","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 787-2700"
"5073007004","30159","INGRAM PRESERVATION (SITE 3)","1525 S ST ANDREWS PL 1-27 CA 90019","3","HARVARD HEIGHTS","10","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site3/St%20Andrews%204.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5059004029","70033","ROSA PARKS VILLAS","2440 S CRENSHAW BLVD CA 90018","1","WELLINGTON SQUARE","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","6,635,267.00","12,056,911.00","0.00","18,692,178.00","http://hcidapp.lacity.org/mpphotos/070033/Photo/Website/CD%2010%20-%20Rosa%20Parks%20Villas%20-%20070033.png","153","W.O.R.K.S.,","TELACU PROPERTY MANAGEMENT","(323) 721-1655"
"5502018025","10-117548","NORMANDIE TERRACE APARTMENT HOMES","540 S NORMANDIE AVE 1-66 CA 90020","1","KOREATOWN","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,200,000.00","25,449,746.00","0.00","28,649,746.00","http://hcidapp.lacity.org/mpphotos/10-117548/Photo/Website/10-117548.JPG","196","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 787-2722"
"5073018900","18-124672","GRAMERCY PLACE APARTMENTS","2375 W WASHINGTON BLVD CA 90018","1","HARVARD HEIGHTS","10","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","13,920,000.00","28,686,550.00","90,290.00","42,696,840.00","http://hcidapp.lacity.org/mpphotos/18-124672/Photo/Website/Gramercy%20Place%20Apartments.JPG",,"Hollywood Community Housing Corporation","BARKER MANAGEMENT","(714) 533-3450"
"5080030021","80053","PROFESSIONAL HSG. & DEV. APTS. (PH & D)","1020 S KINGSLEY DR CA 90006","1","KOREATOWN","10","READY FOR OCCUPANCY","REHAB","FAMILY","4,575,000.00","10,250,907.00","0.00","14,825,907.00","http://hcidapp.lacity.org/mpphotos/080053/Photo/Website/PH&D%201020%20Kingsley.jpg","45","Gubb and Barshay","LITTLE TOKYO SERVICE CENTER","(213) 434-1645"
"5046001021","15-122533","CRENSHAW GARDENS","3411 S CRENSHAW BLVD CA 90016","1","CRENSHAW DISTRICT","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,875,000.00","21,899,538.00","0.00","28,774,538.00","http://hcidapp.lacity.org/mpphotos/15-122533/Photo/Website/Final%20Photo.png","229","Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(562) 257-5100"
"5502031011","14-121509","WILSHIRE TOWERS","616 S NORMANDIE AVE CA 90005","1","KOREATOWN","10","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","52,443,992.00","0.00","52,443,992.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"N/A","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"5082006029","05-117193","LEEWARD APTS. (SITE 10)","1130 S WEST BLVD CA 90019","10","COUNTRY CLUB PARK","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5050011005","05-117193","LEEWARD APTS. (SITE 7)","2809 S WEST BLVD CA 90016","7","CRENSHAW DISTRICT","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5080031055","70037","THE ARDMORE","959 S ARDMORE AVE CA 90006","1","KOREATOWN","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,673,280.00","17,331,397.00","0.00","21,004,677.00","http://hcidapp.lacity.org/mpphotos/070037/Photo/Website/CD%2010%20-%20Ardmore,%20The.png","171","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 787-2700"
"5074031027","30159","INGRAM PRESERVATION (SITE 2)","1935 S LA SALLE AVE 1-33 CA 90018","2","WEST ADAMS","10","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site2/IngramPres_LaSalle.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5051015008","06-117222","WINDWARD APTS (A/B) (SITE 9)","3922 W 27TH ST CA 90018","9","WEST ADAMS","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5032004909","17-124942","METRO AT BUCKINGHAM AKA BUCKINGHAM PHASE 2","4018 S BUCKINGHAM ROAD CA 90008","1","BALDWIN HILLS","10","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Meta Housing Corporation","N/A","N/A"
"5032004903","30188","CRA: BUCKINGHAM PLACE SR. HOUSING","4044 S BUCKINGHAM ROAD CA 90008","1","BALDWIN HILLS","10","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","8,500,000.00","0.00","0.00","8,500,000.00","http://hcidapp.lacity.org/mpphotos/030188/Photo/Website/030188.JPG","228","COMMUNITY REDEVELOPMENT AGENCY, LA","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5072037019","80053","PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 3)","1401 S ARLINGTON AVE CA 90019","3","VICTORIA PARK","10","READY FOR OCCUPANCY","REHAB","FAMILY","4,575,000.00","10,250,907.00","0.00","14,825,907.00","http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site3/PH&D%201401%20Arlington.jpg","45","Gubb and Barshay","LITTLE TOKYO SERVICE CENTER","(213) 434-1645"
"5049014013","05-117217","LEXINGTON APARTMENTS A/B (SITE 8)","2607 S MANSFIELD AVE CA 90016","8","ALSACE","10","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5049034009","14-121639","YBARRA VILLAGE (FKA NEW DIRECTIONS WEST ADAMS)","3023 1/2 S WEST VIEW ST CA 90016","1","EXPOSITION","10","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","4,600,000.00","27,626,008.00","0.00","32,226,008.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","193","D.L. Horn & Associates LLC","CONAM PROPERTY MANAGEMENT CORPORATION","(858) 614-7248"
"4233023025","13-119321","PATH VILLAS AT DEL REY-DOGTOWNSTATION (COURTLEIGH)","11738 W COURTLEIGH DR 1-23 CA 90066","1","DEL REY","11","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","270,000.00","0.00","0.00","270,000.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","63","PATH Ventures","THE JOHN STEWART COMPANY","(213) 787-2700"
"4230007004","14-121137","GATEWAY APARTMENTS","13366  W Beach AVE  Los Angeles, CA 90292","1","DEL REY","11","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1,071,261.00","10,175,405.00","0.00","11,246,666.00","http://hcidapp.lacity.org/mpphotos/14-121137/Photo/Website/png.png","71","Hollywood Community Housing Corporation","BARKER MANAGEMENT INC.","(714) 533-3450 x50"
"4226006006","09-117283","HORIZON APARTMENTS","15 E HORIZON AVE  VENICE, CA 90291","1","VENICE","11","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","750,000.00","4,590,602.00","0.00","5,340,602.00","http://hcidapp.lacity.org/mpphotos/09-117283/Photo/Website/Horizon%20Apartments.png","10","N/A","VENICE COMMUNITY HOUSING CORP.,","(310) 573-8461"
"4218007026","10-117553","DEL REY SQUARE SENIOR HOUSING","11976 W Culver BLVD  Los Angeles, CA 90230","1","DEL REY","11","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","9,389,134.00","28,060,445.00","0.00","37,449,579.00","http://hcidapp.lacity.org/mpphotos/10-117553/Photo/Website/10-117553.JPG","213","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"4286009111","13-119321","PATH VILLAS AT DEL REY-DOGTOWNSTATION (COURTLEIGH) (SITE 2)","700 S MAIN ST CA 90291","2","VENICE","11","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","270,000.00","0.00","0.00","270,000.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","63","PATH Ventures","THE JOHN STEWART COMPANY","(213) 787-2700"
"2103021053","16-123141","VIVIENDAS DEL VALLE (RECAP) (SITE 2)","7939 N RESEDA BLVD CA 91335","2","RESEDA","12","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","13,824,218.00","7,875,467.00","21,699,685.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Abode Communities","ABODE COMMUNITIES","(213) 225-2780"
"2103009036","13-119142","CORAL WOOD COURT","8025 N RESEDA BLVD CA 91335","1","RESEDA","12","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","13,355,261.00","13,000,000.00","26,355,261.00","http://hcidapp.lacity.org/mpphotos/13-119142/Photo/Website/Coralwood%20Court%20Apt.png","68","Community Preservation Partners, LLC","MCCORMACK BARON SALAZAR,","(818) 774-9264"
"2783027046","40004","PARTHENIA ST SENIOR HSNG.","19455 W PARTHENIA ST 1-77 CA 91324","1","CHATSWORTH","12","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","1,931,627.00","9,229,203.00","0.00","11,160,830.00","http://hcidapp.lacity.org/mpphotos/040004/Photo/Website/CD%2012%20-%20Parthenia%20St.%20Senior.jpg","77","VINELAND AVENUE SENIOR HOUSING, L.P.","MENORAH HOUSING FOUNDATION","(310) 475-6083"
"5156018011","20093","ST. ANNE'S TRANSITIONAL HOUSING","155 N OCCIDENTAL BLVD CA 90026","1","HISTORIC FILIPINOTOWN","13","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2,000,000.00","8,758,249.00","0.00","10,758,249.00","http://hcidapp.lacity.org/mpphotos/020093/Photo/Website/CD_13_-_St._Anne's_Transitional%202.png","65","ST. ANNE'S TRANSITIONAL HOUSING,","ST. ANNE'S TRANSITIONAL HOUSING","(213) 381-2931"
"5547006014","15-122495","HCHC RECAP I (SITE 3)","6501 W YUCCA ST  HOLLYWOOD, CA 90028","3","HOLLYWOOD","13","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","7,026,512.00","1,126,600.00","8,153,112.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","57","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INC.","(714) 533-3450"
"5159005023","60066","MEDITERRANEAN, THE / AKA THE MINDANAO","1800-1812 W TEMPLE ST  Los Angeles, CA 90026","1","HISTORIC FILIPINOTOWN","13","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2,559,552.00","10,813,200.00","0.00","13,372,752.00","http://hcidapp.lacity.org/mpphotos/060066/Photo/Website/CD_1_-_Mediterranean,_The__-_060066.png","56","SADI, LLC","FPI MANAGEMENT INC.","(714) 641-5110"
"5538017028","07-117233","HDR I & II (SITE 6)","811 N HELIOTROPE DR CA 90029","6","EAST HOLLYWOOD","13","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"5535012015","13-119154","HOLLYWOODLAND (SITE 5)","5169 W MARATHON ST CA 90038","5","MELROSE","13","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","7,946,357.00","10,500,000.00","18,446,357.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","53","Steele Properties LLC","MONROE GROUP, LRD","(303) 322-8888"
